track_id,feature_list
b'TRAEDXO128F421B908',"[404.06158999999997, -4.462, 120.25, 0.4166441140379624, 0.313, 0.46799999999999997]"
b'TRAEDYD128F425A868',"[80.53506, -6.855, 104.78299999999999, 0.43069704628908106, 0.43200000000000005, 0.507]"
b'TRAEEBP128EF3673A7',"[541.2305700000001, -15.585999999999999, 109.051, 0.3739527793505038, 0.0, 0.0]"
b'TRAEEGA128F4272FF8',"[241.52771, -6.01, 121.96799999999999, 0.3745312554413246, 0.605, 0.529]"
b'TRAEEGO12903CF7D27',"[177.57995, -11.027000000000001, 146.91299999999998, 0.3385750264572123, 0.345, 0.59]"
b'TRAEELO128F425BD8F',"[651.59791, -10.718, 86.589, 0.4382344138689028, 0.354, 0.42700000000000005]"
b'TRAEELW128F933D255',"[142.86321999999998, -9.532, 87.897, 0.4037842349586253, 0.607, 0.7040000000000001]"
b'TRAEEMP128F92F4B9C',"[114.31138, -10.261, 221.858, 0.449668690751983, 0.47, 0.305]"
b'TRAEEOQ128F9309BC0',"[110.88933999999999, -14.088, 100.296, 0.035307947174398106, 0.293, 0.37200000000000005]"
b'TRAEFDB128E0783952',"[207.46403999999998, -4.573, 117.973, 0.3894140140339217, 0.495, 0.466]"
b'TRAEFDK128F1473B92',"[168.01914, -11.802999999999999, 103.088, 0.4102474074764877, 0.41200000000000003, 0.56]"
b'TRAEFJG128F9325FE4',"[192.44363, -27.858, 79.91199999999999, 0.4047980682617259, 0.304, 0.34299999999999997]"
b'TRAEFON128E078C6F8',"[307.722, -8.392000000000001, 75.706, 0.4514660603634324, 0.353, 0.44]"
b'TRAEFOU128F932105B',"[222.92853, -7.122999999999999, 158.007, 0.4160192338658662, 0.266, 0.414]"
b'TRAEFPN128F930BD07',"[246.69995, -9.76, 172.06099999999998, 0.2712505962615699, 0.721, 0.728]"
b'TRAEFQG128F429F74E',"[166.19057, -15.571, 158.455, 0.3267503339737977, 0.016, 0.23600000000000002]"
b'TRAEFTR128F429A360',"[176.37832, -8.686, 119.711, 0.3702735189662959, 0.28600000000000003, 0.705]"
b'TRAEFUS12903CC2779',"[84.16608000000001, -11.433, 155.05, 0.4091960356545295, 0.612, 0.628]"
b'TRAEFWP128F4238373',"[235.36281, -12.767000000000001, 91.859, 0.4848767189541058, 0.156, 0.254]"
b'TRAEFYR128F4268253',"[164.12689, -8.07, 158.47899999999998, 0.3723565875336241, 0.384, 0.446]"
b'TRAEGAZ128F426240C',"[179.01668999999998, -14.402999999999999, 80.999, 0.6636864759688058, 0.601, 0.56]"
b'TRAEGBE128F4284973',"[323.10812000000004, -4.018, 100.02600000000001, 0.5744970259575144, 0.371, 0.5539999999999999]"
b'TRAEGDO128F42705BF',"[179.93098, -16.334, 100.01799999999999, 0.31060034368783074, 0.396, 0.568]"
b'TRAEGFX12903CF8E7B',"[274.12852999999996, -5.912000000000001, 106.896, 0.3649755953962232, 0.807, 0.662]"
b'TRAEGGV128F92F29B2',"[201.03791, -4.65, 177.15200000000002, 0.4891498166277913, 0.16899999999999998, 0.0]"
b'TRAEGHJ12903CE26DF',"[120.16281000000001, -3.909, 194.53, 0.2358160282994317, 0.077, 0.46399999999999997]"
b'TRAEGJE128F42656F1',"[107.83301999999999, -6.028, 217.28900000000002, 0.3948844378399719, 0.805, 0.6659999999999999]"
b'TRAEGKP12903CBB66B',"[544.5219999999999, -10.970999999999998, 84.64, 0.0, 0.484, 0.507]"
b'TRAEGMN128F42690CD',"[55.40526, -23.73, 109.15799999999999, 0.3636108646465248, 0.055999999999999994, 0.46799999999999997]"
b'TRAEGMO128F146D5F6',"[190.14485, -10.288, 72.656, 0.4607036744499976, 0.89, 0.7340000000000001]"
b'TRAEGRF128F426B2D2',"[113.78893000000001, -13.289000000000001, 105.852, 0.4089558331330007, 0.7909999999999999, 0.6890000000000001]"
b'TRAEGRR128F422285F',"[1400.3717900000001, -8.792, 0.0, 0.0, 0.124, 0.256]"
b'TRAEGRU128F9358874',"[317.70077000000003, -15.968, 110.1, 0.3607449844101112, 0.33, 0.539]"
b'TRAEGUL128E078B0C1',"[211.40852999999998, -14.172, 95.655, 0.5432255210454612, 0.89, 0.897]"
b'TRAEHBW12903CE1045',"[184.68526, -4.768, 156.028, 0.5243189204702463, 1.0, 0.715]"
b'TRAEHLP128F933720D',"[314.14812, -5.853, 130.459, 0.3282365836777532, 0.838, 0.6659999999999999]"
b'TRAEHMP128F92DCC42',"[234.63137999999998, -5.343, 147.886, 0.4003877565967999, 0.593, 0.644]"
b'TRAEHNA128F423786C',"[320.05179, -5.647, 173.65200000000002, 0.4187410848441621, 0.544, 0.475]"
b'TRAEHOI12903CD02C8',"[252.68200000000002, -12.239, 112.781, 0.28737003459245986, 0.812, 0.691]"
b'TRAEHTK128F14A4706',"[183.11791000000002, -13.880999999999998, 101.57700000000001, 0.3847989099649065, 0.59, 0.627]"
b'TRAEHTT128F9303492',"[189.57016000000002, -8.888, 98.06299999999999, 0.3099193396540712, 0.674, 0.588]"
b'TRAEHTU128F93353E5',"[204.66893000000002, -7.787000000000001, 189.75799999999998, 0.3862376828397217, 0.31, 0.495]"
b'TRAEHXW128F146F3C5',"[188.96934, -12.193, 174.785, 0.6199959503398087, 1.0, 0.9420000000000001]"
b'TRAEHYF128F148AE0C',"[209.55383, -8.43, 166.02599999999998, 0.4596604632215938, 0.29600000000000004, 0.34700000000000003]"
b'TRAEIDZ128F42658BC',"[266.60526, -14.818, 61.018, 0.4235275848091671, 0.397, 0.618]"
b'TRAEIIO128F92E08FD',"[131.81342, -3.525, 93.021, 0.3714471058538869, 0.32899999999999996, 0.369]"
b'TRAEIKO128F932739F',"[333.21751, -6.882999999999999, 130.016, 0.41706891249515204, 0.605, 0.49200000000000005]"
b'TRAEIKW128F1456B1A',"[197.51138, -5.172999999999999, 101.92299999999999, 0.33581192038236024, 0.064, 0.31]"
b'TRAEIKX128F92CCFB6',"[295.96689, -7.632000000000001, 125.47, 0.4202743299019397, 0.529, 0.556]"
b'TRAEIMT128F1466ED6',"[203.10159, -12.042, 88.064, 0.4496026559738531, 0.07200000000000001, 0.33299999999999996]"
b'TRAEISN128F428F699',"[238.10567000000003, -20.18, 103.929, 0.4641524390532526, 0.58, 0.475]"
b'TRAEIUN12903CBBAC3',"[270.73261, -5.106, 150.063, 0.3577843123968623, 0.45, 0.531]"
b'TRAEIYU128F931BC4B',"[251.08853, -8.173, 179.665, 0.1386397166544471, 0.561, 0.52]"
b'TRAEJAC128F427FBDE',"[270.21016000000003, -7.284, 135.87, 0.4292610290645234, 0.0, 0.076]"
b'TRAEJDC128F92D1684',"[444.81260999999995, -8.424, 128.972, 0.14468466090957882, 0.39, 0.465]"
b'TRAEJFN128F4291C10',"[395.17995, -8.586, 124.988, 0.3824265842017741, 0.134, 0.484]"
b'TRAEJIW12903CE0B99',"[239.38567, -11.600999999999999, 188.947, 0.25764971054375224, 0.457, 0.38]"
b'TRAEJMB128F93461C9',"[502.69995, -8.016, 129.245, 0.3119835949586138, 0.665, 0.47700000000000004]"
b'TRAEJPC12903CD420E',"[285.70077000000003, -8.712, 122.00399999999999, 0.2984483114383103, 1.0, 0.685]"
b'TRAEJWK128F149EA60',"[732.39465, -11.252, 119.649, 0.3421923104603396, 0.636, 0.498]"
b'TRAEJXI128F4291A83',"[354.79465, -9.213, 98.76299999999999, 0.4711267145212444, 0.8320000000000001, 0.617]"
b'TRAEKCR128F14593A5',"[192.73098000000002, -17.222, 110.595, 0.3866690917060239, 0.65, 0.35]"
b'TRAEKCV128E0781A5B',"[309.57669, -8.907, 130.017, 0.3842305629725106, 0.579, 0.429]"
b'TRAEKIO128F425786C',"[22.334239999999998, -12.43, 41.985, 0.33536857774641954, 0.0, 0.0]"
b'TRAELGF128F42265A9',"[259.73506000000003, -6.605, 92.215, 0.0, 0.547, 0.42100000000000004]"
b'TRAELHH128F92CF21E',"[211.01668999999998, -6.301, 150.096, 0.3861516314132549, 0.46799999999999997, 0.588]"
b'TRAELHY12903CAD56C',"[236.56444, -9.881, 165.111, 0.4349301579184066, 0.10800000000000001, 0.317]"
b'TRAELNO128F42148EF',"[192.15628, -9.256, 161.721, 0.38628965124618425, 0.8759999999999999, 0.804]"
b'TRAELRO128F92DD2F1',"[209.60608, -13.550999999999998, 117.316, 0.4975687342818996, 0.6509999999999999, 0.604]"
b'TRAELUY128F93147BA',"[235.65016, -13.277000000000001, 111.834, 0.544257505724526, 0.325, 0.354]"
b'TRAELWU128F4230D12',"[180.03546, -19.24, 153.765, 0.3323898702808034, 0.03, 0.40700000000000003]"
b'TRAELXD128F14A8B21',"[187.53261, -12.324000000000002, 95.781, 0.5432255210454612, 0.731, 0.639]"
b'TRAEMAA128F428E58F',"[221.23057000000003, -9.013, 133.32399999999998, 0.4205703072083738, 0.28800000000000003, 0.35200000000000004]"
b'TRAEMDH128F146B548',"[169.482, -7.547999999999999, 182.922, 0.30571905984485964, 0.306, 0.0]"
b'TRAEMGG12903CEBB52',"[260.10077, -5.852, 200.00400000000002, 0.4604565427851655, 0.516, 0.599]"
b'TRAEMGL128F4266177',"[263.67955, -15.405999999999999, 89.39399999999999, 0.4126108192319625, 0.16, 0.42100000000000004]"
b'TRAEMKJ12903C9D211',"[180.45342, -8.287, 78.21300000000001, 0.3721798778574063, 0.042, 0.44799999999999995]"
b'TRAEMMB128F426A1BF',"[318.56281, -5.414, 93.95700000000001, 0.2855232304501349, 0.7, 0.76]"
b'TRAEMNZ128F9334662',"[335.33342000000005, -5.763, 76.096, 0.6107314629039089, 0.45799999999999996, 0.642]"
b'TRAEMRI128F425F33D',"[288.33914, -12.565, 112.06700000000001, 0.2491274550133321, 0.531, 0.456]"
b'TRAEMTU128EF363016',"[258.87302, -14.647, 99.587, 0.4040397337752738, 0.7979999999999999, 0.903]"
b'TRAEMXB128F429FA26',"[183.09179, -14.663, 101.713, 0.28228640563265106, 0.519, 0.5]"
b'TRAEMZE128F426EB6B',"[167.02649, -19.569000000000003, 117.625, 0.3601450565062343, 0.701, 0.608]"
b'TRAEMZO12903CC525F',"[296.202, -10.015, 109.73100000000001, 0.5633626935877487, 0.066, 0.45]"
b'TRAEMZW128F148406D',"[197.56363000000002, -12.472999999999999, 114.16799999999999, 0.4686045805690631, 0.693, 0.601]"
b'TRAENEO128F426789F',"[185.0771, -8.006, 115.449, 0.36062871613623815, 0.235, 0.326]"
b'TRAENEZ128F427CCB4',"[200.75056999999998, -14.179, 134.857, 0.2430853493088696, 0.5770000000000001, 0.48700000000000004]"
b'TRAENGX12903CBDFF6',"[356.54485, -10.06, 129.27700000000002, 0.4851982631437949, 0.0, 0.0]"
b'TRAENGY128F4272846',"[212.89751, -6.986000000000001, 147.928, 0.4116085797684982, 0.58, 0.6579999999999999]"
b'TRAENIZ128EF362B86',"[157.46567, -12.972000000000001, 84.273, 0.3135693426838017, 0.684, 0.649]"
b'TRAENJB128F9319E46',"[233.63872999999998, -5.404, 127.876, 0.4100536226759701, 0.649, 0.555]"
b'TRAENJZ12903CC901D',"[337.24036, -4.7860000000000005, 94.069, 0.0, 0.446, 0.436]"
b'TRAENKS128F92F1780',"[52.766890000000004, -26.343000000000004, 224.47099999999998, 0.2885786157251641, 0.59, 0.509]"
b'TRAENOH128F933978A',"[262.37342, -11.290999999999999, 129.047, 0.42978028579125227, 0.544, 0.445]"
b'TRAENOR128F14585F8',"[489.48199999999997, -17.958, 197.03799999999998, 0.27343951065957456, 0.29, 0.429]"
b'TRAENRA128F934B998',"[159.05913999999999, -8.383, 162.954, 0.3200591127934485, 0.455, 0.292]"
b'TRAENTC128F422F01B',"[232.25423999999998, -13.05, 85.74600000000001, 0.299705214086752, 0.0, 0.0]"
b'TRAENUU128F424F50C',"[232.75057, -4.045, 127.97399999999999, 0.3647761705608955, 0.687, 0.643]"
b'TRAENVO128E0781A16',"[205.66159, -7.119, 94.08200000000001, 0.4848767189541058, 0.021, 0.38]"
b'TRAENWI12903CECA29',"[180.6624, -10.527000000000001, 135.238, 0.3007431863328622, 0.81, 0.5670000000000001]"
b'TRAENYD128F424AA32',"[235.4673, -9.087, 100.009, 0.312127027438376, 0.938, 0.693]"
b'TRAEOAW128F4280F8E',"[206.91546, -20.695999999999998, 83.15, 0.2491372295395512, 0.5589999999999999, 0.708]"
b'TRAEOBA12903CAFAB0',"[180.13995, -4.422, 121.354, 0.5864333787181634, 0.161, 0.32]"
b'TRAEOED128EF36659C',"[305.3971, -5.041, 95.889, 0.08229222642033474, 0.602, 0.5429999999999999]"
b'TRAEOFB12903CB7900',"[258.42893, -8.895, 121.071, 0.7504265510189179, 0.301, 0.366]"
b'TRAEOFD128F9311409',"[399.33342000000005, -9.219, 127.984, 0.5204121100542216, 0.0, 0.0]"
b'TRAEOGF128F423896A',"[214.90892999999997, -10.845999999999998, 88.897, 0.3260088732794376, 0.604, 0.5489999999999999]"
b'TRAEOGO128F93302B9',"[264.07138, -5.202000000000001, 162.002, 0.4610265205475154, 0.134, 0.298]"
b'TRAEOHK128F932F77A',"[162.06322, -12.37, 110.167, 0.3333034182734665, 1.0, 0.914]"
b'TRAEOIC12903D05C54',"[166.922, -11.477, 106.542, 0.2848243557918731, 1.0, 1.0]"
b'TRAEOMS128F4262357',"[143.64688999999998, -11.661, 156.079, 0.5542914890128156, 0.527, 0.659]"
b'TRAEOMT128F92FE852',"[71.99302, -28.475, 97.845, 0.3984699599085864, 0.0, 0.0]"
b'TRAEOOH128F934ACD4',"[189.57016000000002, -3.492, 169.237, 0.475085634411099, 0.431, 0.322]"
b'TRAEOPH128F932E302',"[270.70649, -5.6979999999999995, 113.569, 0.3665278019554403, 0.456, 0.499]"
b'TRAEOUE128F93187B9',"[212.92362999999997, -5.428999999999999, 209.739, 0.6751177188292041, 0.552, 0.514]"
b'TRAEOUJ128EF352F8B',"[162.19383, -11.552, 73.979, 0.3864701422367919, 0.8, 0.7190000000000001]"
b'TRAEOUM128F42915ED',"[231.10485, -10.201, 124.976, 0.3824265842017741, 0.141, 0.19]"
b'TRAEOUQ128F9322E73',"[169.69098, -4.199, 122.22, 0.32643085278792305, 0.382, 0.392]"
b'TRAEOVG12903CEDD3A',"[110.52363000000001, -9.516, 84.969, 0.4453218782746221, 0.359, 0.47]"
b'TRAEPAC12903CE5DC8',"[160.93995, -8.758, 88.745, 0.6732072749561442, 0.456, 0.758]"
b'TRAEPAW128F4285BAB',"[165.40689, -12.987, 147.50799999999998, 0.33533510832863395, 0.079, 0.28600000000000003]"
b'TRAEPGE128F9328E94',"[743.36608, -16.389, 134.491, 0.3936221717319932, 0.659, 0.648]"
b'TRAEPGH128F9343CD8',"[171.10159, -6.176, 115.73700000000001, 0.5217266477912379, 0.594, 0.547]"
b'TRAEPGQ128F932AE6D',"[195.3171, -13.140999999999998, 93.31200000000001, 0.4105411031232666, 0.5660000000000001, 0.581]"
b'TRAEPIY128E0786AB7',"[217.10322000000002, -14.030999999999999, 105.006, 0.3792228610861676, 0.726, 0.5760000000000001]"
b'TRAEPPP128F92F11E8',"[253.41342000000003, -6.0329999999999995, 90.882, 0.3122208432527989, 0.767, 0.6970000000000001]"
b'TRAEPZJ12903CB00C4',"[222.27546, -6.337999999999999, 160.783, 0.4874069944769294, 0.7709999999999999, 0.833]"
b'TRAEQAB128F429C226',"[177.71057, -15.015, 180.87599999999998, 0.570106511951141, 0.7140000000000001, 0.708]"
b'TRAEQAC128F92FF871',"[243.80036, -12.347000000000001, 101.913, 0.37433519475944704, 0.509, 0.441]"
b'TRAEQLX128F1468799',"[262.19057000000004, -6.452999999999999, 144.067, 0.3426523772480887, 0.442, 0.664]"
b'TRAEQNK128F93363BB',"[476.9171, -6.8260000000000005, 132.33700000000002, 0.3784783091058269, 0.0, 0.33299999999999996]"
b'TRAEQOS128F92EFD47',"[231.07872999999998, -8.096, 124.53399999999999, 0.6613493642822156, 0.048, 0.29600000000000004]"
b'TRAEQOW128F42521E3',"[586.70975, -13.818, 75.22, 0.4346218524642435, 0.45799999999999996, 0.498]"
b'TRAEQPB128F1475024',"[205.87057, -9.812999999999999, 144.162, 0.3667134316255126, 1.0, 0.617]"
b'TRAEQQE128F42920E3',"[168.48934, -10.38, 89.219, 0.3957912737738861, 0.7559999999999999, 0.732]"
b'TRAEQTU12903CC55A2',"[178.46812, -13.805, 179.58700000000002, 0.4807247809209211, 0.397, 0.41]"
b'TRAEQWJ12903CF5475',"[243.46077000000002, -6.574, 108.009, 0.3167245506978163, 0.16399999999999998, 0.5710000000000001]"
b'TRAEQZJ128F93522F8',"[191.65995, -10.247, 106.854, 0.3421923104603396, 0.285, 0.40700000000000003]"
b'TRAEQZR128F92E9D73',"[160.7571, -13.321, 148.653, 0.3957912737738861, 1.0, 0.8290000000000001]"
b'TRAERAC128F92E0186',"[236.72117999999998, -2.45, 124.022, 0.4060926765316323, 0.509, 0.261]"
b'TRAERCO128F4222C43',"[193.25342, -12.852, 136.726, 0.137659673230993, 0.289, 0.366]"
b'TRAERCU128F42660A2',"[417.56689, -8.92, 87.995, 0.3966195656003381, 0.316, 0.401]"
b'TRAERFO128F1481BBE',"[174.54975, -12.209000000000001, 115.781, 0.3483500222239171, 0.835, 0.7829999999999999]"
b'TRAERMS128F427EC54',"[213.7073, -8.913, 100.042, 0.0, 0.467, 0.242]"
b'TRAERNN12903CEABCE',"[512.1824, -3.237, 79.709, 0.4880198416856731, 0.845, 0.514]"
b'TRAEROB12903CE3E7D',"[108.93016000000001, -5.356, 148.71200000000002, 0.4714932266763217, 0.064, 0.369]"
b'TRAEROM12903CB2814',"[261.642, -7.164, 159.668, 0.3167245506978163, 0.424, 0.507]"
b'TRAERPT128F931103E',"[172.72118, -7.343, 107.455, 0.7760376560525726, 0.494, 0.344]"
b'TRAERQB128F932563F',"[201.32526000000001, -10.012, 135.989, 0.4012391217069724, 0.638, 0.611]"
b'TRAERST128F4266F90',"[331.25832, -16.195999999999998, 103.634, 0.3885272933059605, 0.618, 0.59]"
b'TRAERST128F4267A39',"[232.12363, -15.161, 103.73100000000001, 0.2949866165552336, 0.664, 0.61]"
b'TRAERUT128F429B075',"[191.42485, -16.41, 111.90299999999999, 0.31386609958029305, 0.484, 0.659]"
b'TRAESDC12903CCEA5E',"[269.40036000000003, -7.593999999999999, 154.286, 0.3245977144658262, 0.89, 0.9229999999999999]"
b'TRAESJK128E0792227',"[171.72853, -5.92, 86.007, 0.8048304278312782, 0.76, 0.649]"
b'TRAESJN128F92E38F1',"[337.60607999999996, -13.890999999999998, 127.58200000000001, 0.3244308919925855, 0.14400000000000002, 0.36700000000000005]"
b'TRAESQE128F92D0349',"[235.96363, -3.7230000000000003, 98.001, 0.5437060505168373, 0.207, 0.406]"
b'TRAESRT12903CC70CE',"[211.46077000000002, -4.3919999999999995, 109.98200000000001, 0.5128121029400006, 0.455, 0.47200000000000003]"
b'TRAESVN128F4213033',"[95.73832, -14.218, 78.139, 0.2284286668103825, 0.171, 0.203]"
b'TRAESWB128F149CB2C',"[434.88608, -8.844, 84.43700000000001, 0.4894582584706414, 0.43700000000000006, 0.6629999999999999]"
b'TRAETAG128F93385AE',"[501.05424000000005, -8.508, 148.642, 0.4492538769477111, 0.585, 0.63]"
b'TRAETFX128F933CE66',"[215.84933999999998, -8.177999999999999, 115.86200000000001, 0.3933694061464494, 0.139, 0.503]"
b'TRAETGI12903CBCC00',"[151.61424, -6.265, 197.15200000000002, 0.2911835206512724, 0.7559999999999999, 0.478]"
b'TRAETLW128F92C44F3',"[257.74975, -6.421, 120.008, 0.4875956476957864, 0.20800000000000002, 0.622]"
b'TRAETLY128F92FBEE0',"[50.1024, -16.468, 162.67600000000002, 0.3623982131466095, 0.248, 0.5529999999999999]"
b'TRAETNO128F4222A06',"[240.29995, -6.735, 166.12400000000002, 0.0, 0.932, 0.539]"
b'TRAETPQ128F92E562A',"[168.46322, -11.106, 105.459, 0.34342837829688244, 0.44799999999999995, 0.489]"
b'TRAETPY12903CF4D2F',"[41.84771, -4.439, 197.831, 0.2947268761139814, 0.5529999999999999, 0.345]"
b'TRAETTV12903CBBD09',"[528.14322, -12.797, 175.66299999999998, 0.58786915221849, 0.765, 0.591]"
b'TRAETWO128F4261792',"[185.5473, -16.241, 106.12700000000001, 0.3983731227365396, 0.5429999999999999, 0.49]"
b'TRAETWP128F421AD6A',"[240.27382999999998, -9.31, 122.01899999999999, 0.4155828806804246, 0.059000000000000004, 0.36700000000000005]"
b'TRAETYC128F933BBF4',"[287.242, -5.612, 149.591, 0.4379647331417924, 0.368, 0.655]"
b'TRAETZJ128F422B208',"[305.05751000000004, -3.3819999999999997, 120.042, 0.3736111119112696, 0.266, 0.308]"
b'TRAEUAX12903CA7635',"[230.84363, -16.375999999999998, 90.071, 0.3079020938694961, 0.41700000000000004, 0.506]"
b'TRAEUCH128F427FA5E',"[197.0673, -20.831999999999997, 116.539, 0.245472717519086, 0.0, 0.132]"
b'TRAEUDO128F149CD13',"[323.94404, -13.753, 130.826, 0.3949088969325765, 0.882, 0.675]"
b'TRAEUGG128E07826F2',"[315.01016, -34.703, 95.869, 0.4249530841125117, 0.0, 0.0]"
b'TRAEUHN128F92E2C7F',"[294.08608, -6.477, 125.95, 0.5371062839197978, 0.535, 0.647]"
b'TRAEUIW12903D018F0',"[196.20526, -7.045, 107.042, 0.6774824794324045, 1.0, 0.706]"
b'TRAEUJB128F427B76F',"[321.56689, -11.241, 93.848, 0.14468466090957882, 0.355, 0.44299999999999995]"
b'TRAEUMH128F42592BF',"[262.79138, -9.199, 100.01, 0.34429029612096723, 0.491, 0.44299999999999995]"
b'TRAEUPF12903CB6277',"[354.11546, -12.610999999999999, 132.002, 0.0, 0.0, 0.063]"
b'TRAEUVH128F422559A',"[224.91383, -7.29, 122.02600000000001, 0.30571905984485964, 0.368, 0.503]"
b'TRAEUYY128F9311B94',"[147.64363, -19.76, 111.26700000000001, 0.0, 0.747, 0.797]"
b'TRAEUZZ128F931555B',"[192.73098000000002, -14.392999999999999, 106.07, 0.0, 0.6679999999999999, 0.625]"
b'TRAEVEE12903CEB465',"[181.18485, -20.444000000000003, 110.691, 0.3243706612189497, 0.963, 0.731]"
b'TRAEVHU128F92D9EA0',"[225.67137999999997, -12.637, 103.647, 0.4907686688369641, 0.7090000000000001, 0.723]"
b'TRAEVIA12903CC3C37',"[160.07791, -6.671, 122.495, 0.4107435775323873, 0.079, 0.484]"
b'TRAEVIK12903CCC7E2',"[192.23465, -6.216, 167.263, 0.58786915221849, 0.677, 0.68]"
b'TRAEVJH128F9340C1C',"[200.46322, -4.003, 133.981, 0.3389928026035713, 0.391, 0.381]"
b'TRAEVKG12903CE75F4',"[240.06485, -7.359, 87.005, 0.3723508695973636, 0.632, 0.534]"
b'TRAEVLC128F9306C77',"[102.94811999999999, -7.42, 161.196, 0.46788551138310497, 0.474, 0.512]"
b'TRAEVLO128F933DE9E',"[227.5522, -5.355, 64.734, 0.3836779824609243, 0.769, 0.615]"
b'TRAEVLZ128F932D969',"[256.70485, -12.890999999999998, 51.265, 0.29478990364016155, 0.028999999999999998, 0.38]"
b'TRAEVME128F92DF956',"[226.06322000000003, -8.26, 103.427, 0.30557927835168064, 0.591, 0.609]"
b'TRAEVRI128F93608F3',"[216.92036000000002, -8.238, 123.943, 0.5783016335967479, 0.512, 0.578]"
b'TRAEVRU128F4263351',"[78.96771, -21.997, 59.253, 0.4439301927257972, 0.7909999999999999, 0.627]"
b'TRAEVTK128F9337030',"[222.14485, -4.487, 182.98, 0.4858814589995483, 0.048, 0.336]"
b'TRAEVYV128F4231BA7',"[87.06567, -16.077, 97.302, 0.6732072749561442, 0.34700000000000003, 0.336]"
b'TRAEWEC128F421F5D9',"[201.03791, -19.87, 128.664, 0.3419045735408989, 0.162, 0.308]"
b'TRAEWGT128F930A556',"[200.59383, -6.572, 113.06299999999999, 0.29550162193232155, 0.762, 0.9570000000000001]"
b'TRAEWHH128F428F3AB',"[216.05832, -4.773, 157.001, 0.3736852595616823, 0.0, 0.0]"
b'TRAEWKQ128F427C3EC',"[232.80281000000002, -7.716, 98.62299999999999, 0.4278169893069124, 0.368, 0.528]"
b'TRAEWKS12903CB651D',"[254.82404, -7.632000000000001, 104.02, 0.0, 0.265, 0.371]"
b'TRAEWLF128F42B1F89',"[233.42975, -6.209, 220.03099999999998, 0.4308976087151808, 0.747, 0.569]"
b'TRAEWMF128F93080BE',"[138.29179, -8.882, 103.189, 0.3049119117083977, 0.642, 0.578]"
b'TRAEWQN128F4286306',"[225.67137999999997, -15.314, 94.67200000000001, 0.4953066934111158, 0.261, 0.311]"
b'TRAEWQP128F9330AF7',"[214.02077000000003, -10.69, 115.949, 0.3974676360848584, 0.32899999999999996, 0.436]"
b'TRAEWQV128F427B9B2',"[245.44608, -9.472000000000001, 117.993, 0.2941618819859714, 0.021, 0.392]"
b'TRAEWUR128F1456EAB',"[227.60443999999998, -12.172, 137.149, 0.3717867334568803, 0.528, 0.659]"
b'TRAEWUW128F42710A4',"[173.66159, -10.786, 145.16, 0.3965213030824702, 0.77, 0.6609999999999999]"
b'TRAEWVG128F428AC7F',"[253.49178999999998, -7.986000000000001, 101.544, 0.5507620846559074, 0.726, 0.38299999999999995]"
b'TRAEWXY128E0786183',"[451.44771, -4.833, 130.013, 0.7503115032482077, 0.134, 0.231]"
b'TRAEWYQ128F9306C38',"[138.84036, -17.772000000000002, 103.053, 0.3065186000380746, 0.278, 0.581]"
b'TRAEXAN128EF354542',"[317.54404, -10.575, 82.634, 0.2789601622528127, 0.705, 0.613]"
b'TRAEXEA128F933C67D',"[159.60771, -9.224, 125.1, 0.3778881314031717, 0.655, 0.461]"
b'TRAEXGP128F4283791',"[164.98893, -24.773000000000003, 21.438000000000002, 0.3452847729883983, 0.106, 0.35700000000000004]"
b'TRAEXHW128F92E2602',"[254.51057000000003, -4.952, 91.97, 0.5634035658694969, 0.611, 0.22]"
b'TRAEXLG128F932B2EC',"[100.8322, -3.8, 146.454, 0.32138373011129995, 0.63, 0.626]"
b'TRAEXNK128F14901F8',"[44.19873, -17.472, 79.05, 0.04903438084848781, 0.0, 0.0]"
b'TRAEXSE128F4249171',"[267.33669, -5.9670000000000005, 89.696, 0.2482997980885748, 0.9109999999999999, 0.807]"
b'TRAEXTM128E07811E1',"[149.99465, -9.035, 110.76799999999999, 0.3717772284051001, 0.0, 0.0]"
b'TRAEXXT128F427AF12',"[354.06322, -11.96, 105.98200000000001, 0.3278752947930538, 0.091, 0.354]"
b'TRAEXYP128F4231193',"[213.55057000000002, -5.15, 135.958, 0.4019364145148544, 0.242, 0.36700000000000005]"
b'TRAEYHF128F14B06D0',"[328.9073, -6.862, 132.595, 0.4970509586920282, 0.875, 0.59]"
b'TRAEYJG12903C98F15',"[252.86485, -15.644, 93.32, 0.4777989877125818, 0.457, 0.425]"
b'TRAEYQC128F4239093',"[203.83302, -13.341, 126.555, 0.3102989963854615, 0.392, 0.359]"
b'TRAEYXM12903CF8B86',"[185.20771000000002, -15.605, 89.848, 0.2769974849624899, 0.941, 0.6729999999999999]"
b'TRAEZAZ128F930608E',"[223.50322000000003, -7.64, 165.271, 0.29939278719775364, 0.715, 0.645]"
b'TRAEZFJ128F422A5C0',"[225.20118, -3.198, 142.946, 0.336141578129392, 0.489, 0.39399999999999996]"
b'TRAEZKA128F4282B79',"[192.26077, -8.228, 155.049, 0.3792280690900896, 0.436, 0.508]"
b'TRAEZLQ128F427F954',"[268.95628, -6.621, 106.00200000000001, 0.667294595643469, 0.14, 0.633]"
b'TRAEZMX128F425C3CE',"[253.04771000000002, -8.274, 66.595, 0.3361911556849339, 0.708, 0.695]"
b'TRAEZWE128F4244505',"[180.79301999999998, -11.19, 92.277, 0.0, 0.198, 0.46]"
